time,compression0,compression1,compression2,compression3,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
0.005,308,439,391,310,-12.0,42.0,42.0,4.69970703125,-1.7700194120407104,-2.807616949081421,-0.89404296875,0.345703125,-0.2239990234375
0.012,310,444,391,310,-12.0,42.0,42.0,4.150390625,-2.0751953125,-2.746581792831421,-0.89404296875,0.345703125,-0.2239990234375
0.021,309,447,390,310,-12.0,42.0,42.0,3.356933355331421,-2.44140625,-2.50244140625,-0.8919677734375,0.346435546875,-0.2239990234375
0.039,308,451,387,310,-12.0,42.0,42.0,2.50244140625,-2.807616949081421,-2.197265625,-0.8992919921875,0.3482666015625,-0.2255859375
0.053,308,456,391,310,-12.0,42.0,42.0,1.7089842557907104,-3.234863042831421,-1.9531248807907104,-0.9056396484375,0.344970703125,-0.227294921875
0.053,310,456,391,308,-12.0,42.0,42.0,0.7934569716453552,-3.784179449081421,-1.7089842557907104,-0.9056396484375,0.344970703125,-0.227294921875
0.063,308,463,391,310,-12.0,42.0,42.0,-1.220703125,-5.615233898162842,-0.6103515625,-0.91015625,0.3416748046875,-0.2174072265625
0.071,308,465,391,308,-12.0,41.0,42.0,-1.220703125,-5.615233898162842,-0.6103515625,-0.914306640625,0.34814453125,-0.2064208984375
0.079,309,465,391,310,-12.0,41.0,42.0,-1.7700194120407104,-6.286620616912842,0.30517578125,-0.914306640625,0.34814453125,-0.2064208984375
0.104,309,465,388,310,-12.0,41.0,42.0,-0.3662109076976776,-7.019042491912842,1.2817381620407104,-0.9222412109375,0.378662109375,-0.1915283203125
0.105,309,465,391,310,-12.0,41.0,42.0,-0.3662109076976776,-7.019042491912842,1.2817381620407104,-0.91748046875,0.385498046875,-0.1881103515625
0.109,310,465,391,310,-12.0,41.0,42.0,1.6479490995407104,-7.324218273162842,0.7324218153953552,-0.91748046875,0.385498046875,-0.1881103515625
0.147,309,454,391,308,-12.0,41.0,42.0,4.45556640625,-6.774901866912842,-0.9765624403953552,-0.9078369140625,0.3802490234375,-0.1920166015625
