time,compression0,compression1,compression2,compression3,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
0.007,308,438,391,310,-3.0,39.0,45.0,-1.8310545682907104,-1.8920897245407104,1.8310545682907104,-0.9442138671875,0.2735595703125,-0.149658203125
0.025,311,439,393,310,-3.0,39.0,45.0,-2.0751953125,-1.8920897245407104,1.5869139432907104,-0.9442138671875,0.2735595703125,-0.149658203125
0.025,310,439,391,312,-3.0,39.0,45.0,-2.38037109375,-1.7700194120407104,1.6479490995407104,-0.9420166015625,0.2728271484375,-0.145263671875
0.050,310,439,387,308,-3.0,39.0,45.0,-2.624511480331421,-1.5258787870407104,1.7700194120407104,-0.94091796875,0.27880859375,-0.143310546875
0.050,310,439,393,310,-3.0,39.0,45.0,-2.563476324081421,-1.220703125,1.7700194120407104,-0.94091796875,0.27880859375,-0.143310546875
0.052,310,441,393,310,-3.0,39.0,45.0,-2.13623046875,-0.9765624403953552,1.5258787870407104,-0.9423828125,0.2801513671875,-0.1435546875
0.072,308,441,393,310,-3.0,39.0,45.0,-1.4038084745407104,-0.8544921278953552,1.2817381620407104,-0.9461669921875,0.28173828125,-0.1500244140625
0.074,310,441,393,310,-3.0,39.0,45.0,-0.7934569716453552,-0.7324218153953552,1.03759765625,-0.94384765625,0.2802734375,-0.150146484375
0.082,310,441,393,310,-3.0,39.0,45.0,-0.54931640625,-0.6103515625,0.9155272841453552,-0.94384765625,0.2802734375,-0.150146484375
0.096,311,442,393,309,-4.0,43.0,40.0,-0.6713866591453552,-0.2441406100988388,0.6713866591453552,-0.9375,0.2784423828125,-0.142822265625
0.104,310,441,391,309,-4.0,43.0,40.0,-0.6713866591453552,-0.2441406100988388,0.6713866591453552,-0.9388427734375,0.2789306640625,-0.140625
0.112,309,441,393,310,-4.0,43.0,40.0,-0.9765624403953552,-0.0610351525247097,0.4272460639476776,-0.9388427734375,0.2789306640625,-0.140625
0.131,310,441,391,310,-4.0,43.0,40.0,-1.03759765625,0.4882812201976776,0.0610351525247097,-0.9464111328125,0.276611328125,-0.146728515625
0.151,309,442,391,310,-4.0,43.0,40.0,-1.03759765625,0.4882812201976776,0.0610351525247097,-0.94677734375,0.2747802734375,-0.1507568359375
0.152,309,427,379,312,-4.0,43.0,40.0,-0.8544921278953552,0.6713866591453552,0.0610351525247097,-0.94677734375,0.2747802734375,-0.1507568359375
0.156,309,444,394,310,-4.0,43.0,40.0,-0.1220703050494194,0.4882812201976776,0.30517578125,-0.94384765625,0.27490234375,-0.15380859375
0.164,309,442,394,310,-4.0,43.0,40.0,-0.1220703050494194,0.4882812201976776,0.30517578125,-0.94287109375,0.277099609375,-0.1517333984375
0.180,309,441,394,310,-4.0,43.0,40.0,0.1220703050494194,0.2441406100988388,0.54931640625,-0.94287109375,0.277099609375,-0.1517333984375
0.186,309,444,395,310,-4.0,43.0,40.0,-0.30517578125,0.2441406100988388,0.6713866591453552,-0.9388427734375,0.28271484375,-0.1444091796875
0.194,310,444,394,311,-6.0,40.0,38.0,-0.30517578125,0.2441406100988388,0.6713866591453552,-0.9407958984375,0.283935546875,-0.1463623046875
0.202,311,442,396,310,-6.0,40.0,38.0,-0.54931640625,0.54931640625,0.4882812201976776,-0.9407958984375,0.283935546875,-0.1463623046875
0.216,308,444,394,310,-6.0,40.0,38.0,-1.220703125,0.8544921278953552,0.30517578125,-0.9459228515625,0.277587890625,-0.1553955078125
0.225,310,441,399,310,-6.0,40.0,38.0,-1.220703125,0.8544921278953552,0.30517578125,-0.946533203125,0.27587890625,-0.154541015625
0.232,310,444,399,310,-6.0,40.0,38.0,-1.3427733182907104,0.6713866591453552,0.4882812201976776,-0.9437255859375,0.2784423828125,-0.149169921875
0.252,308,442,395,310,-6.0,40.0,38.0,-1.5258787870407104,0.54931640625,0.8544921278953552,-0.9407958984375,0.283447265625,-0.1474609375
0.255,310,442,394,310,-6.0,40.0,38.0,-2.13623046875,0.9765624403953552,0.8544921278953552,-0.9415283203125,0.2879638671875,-0.1513671875
0.262,309,441,393,309,-6.0,40.0,38.0,-2.13623046875,0.9765624403953552,0.8544921278953552,-0.9434814453125,0.2896728515625,-0.1580810546875
0.276,308,444,394,310,-6.0,40.0,38.0,-5.310058116912842,1.9531248807907104,0.4882812201976776,-0.9434814453125,0.2852783203125,-0.1617431640625
0.284,309,439,395,310,-6.0,40.0,38.0,-6.774901866912842,2.0751953125,0.3662109076976776,-0.9422607421875,0.2808837890625,-0.1602783203125
0.295,308,441,395,310,-6.0,40.0,38.0,-6.774901866912842,2.0751953125,0.3662109076976776,-0.9422607421875,0.2830810546875,-0.1591796875
0.325,309,439,394,310,-6.0,41.0,37.0,-8.60595703125,1.5258787870407104,0.0610351525247097,-0.9444580078125,0.287109375,-0.1588134765625
0.330,310,438,396,309,-6.0,41.0,37.0,-10.070799827575684,1.0986328125,-0.3662109076976776,-0.9462890625,0.2884521484375,-0.15771484375
0.342,309,437,394,310,-6.0,41.0,37.0,-10.070799827575684,1.0986328125,-0.3662109076976776,-0.94580078125,0.288330078125,-0.1566162109375
0.367,310,435,394,310,-6.0,41.0,37.0,-11.901854515075684,0.6103515625,-1.4648436307907104,-0.9437255859375,0.2886962890625,-0.150634765625
0.367,310,433,398,311,-6.0,41.0,37.0,-11.962889671325684,0.6713866591453552,-1.9531248807907104,-0.943603515625,0.29248046875,-0.140869140625
0.367,310,430,398,310,-6.0,41.0,37.0,-11.962889671325684,0.6713866591453552,-1.9531248807907104,-0.947265625,0.298583984375,-0.1341552734375
0.367,310,423,394,310,-6.0,41.0,37.0,-12.023924827575684,1.15966796875,-3.356933355331421,-0.95361328125,0.300537109375,-0.1334228515625
0.374,310,419,387,309,-6.0,41.0,37.0,-11.718749046325684,1.4648436307907104,-4.45556640625,-0.962890625,0.3016357421875,-0.1341552734375
0.385,309,414,399,310,-6.0,41.0,37.0,-10.681151390075684,1.7700194120407104,-5.493163585662842,-0.9945068359375,0.2974853515625,-0.1195068359375
