time,compression0,compression1,compression2,compression3,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
0.006,309,467,664,309,0.0,36.0,24.0,2.25830078125,-0.54931640625,-5.981444835662842,-0.876953125,0.3929443359375,-0.02685546875
0.020,311,452,661,309,1.0,36.0,31.0,3.845214605331421,0.54931640625,-6.835937023162842,-0.8673095703125,0.3831787109375,-0.0283203125
0.052,309,452,658,309,1.0,36.0,31.0,5.371093273162842,1.5258787870407104,-6.896972179412842,-0.858642578125,0.3765869140625,-0.0352783203125
0.053,309,445,661,309,1.0,36.0,31.0,6.530761241912842,2.3193359375,-6.469726085662842,-0.858154296875,0.38330078125,-0.0423583984375
0.053,309,461,662,309,1.0,36.0,31.0,7.263183116912842,2.990722417831421,-6.164550304412842,-0.8631591796875,0.3963623046875,-0.047607421875
0.064,296,454,642,310,1.0,36.0,31.0,7.568358898162842,3.540038824081421,-6.286620616912842,-0.8721923828125,0.40576171875,-0.049560546875
0.067,309,453,657,297,1.0,36.0,31.0,7.446288585662842,4.150390625,-6.774901866912842,-0.88525390625,0.40673828125,-0.0517578125
0.082,309,446,654,309,1.0,36.0,31.0,7.446288585662842,5.065917491912842,-7.385253429412842,-0.8973388671875,0.4005126953125,-0.051513671875
0.089,309,441,654,311,1.0,36.0,31.0,7.568358898162842,6.652831554412842,-8.056640625,-0.9090576171875,0.402099609375,-0.041748046875
0.104,308,426,650,309,1.0,36.0,31.0,7.446288585662842,8.60595703125,-8.72802734375,-0.9176025390625,0.4132080078125,-0.0279541015625
0.112,309,431,651,310,1.0,36.0,31.0,7.751464366912842,10.253905296325684,-9.6435546875,-0.9168701171875,0.410888671875,-0.0299072265625
0.119,309,427,643,309,0.0,37.0,35.0,9.765625,11.047362327575684,-10.498045921325684,-0.9066162109375,0.3970947265625,-0.04638671875
0.127,309,424,636,311,0.0,37.0,35.0,12.878417015075684,10.681151390075684,-11.047362327575684,-0.8946533203125,0.390380859375,-0.0621337890625
0.164,309,431,643,310,0.0,37.0,35.0,15.624999046325684,9.521484375,-11.657713890075684,-0.8861083984375,0.396728515625,-0.0765380859375
0.170,308,431,639,308,0.0,37.0,35.0,17.02880859375,8.11767578125,-12.695311546325684,-0.8779296875,0.4119873046875,-0.0858154296875
0.173,307,428,644,309,0.0,37.0,35.0,16.2353515625,6.896972179412842,-14.221190452575684,-0.867919921875,0.4219970703125,-0.0870361328125
0.179,307,432,650,310,0.0,37.0,35.0,13.427733421325684,5.981444835662842,-15.686034202575684,-0.8564453125,0.4246826171875,-0.0826416015625
0.207,309,433,650,309,0.0,37.0,35.0,10.437010765075684,4.8828125,-16.357421875,-0.8487548828125,0.4229736328125,-0.0670166015625
0.218,309,437,650,309,0.0,37.0,35.0,8.544921875,2.685546636581421,-15.930174827575684,-0.848876953125,0.4119873046875,-0.0419921875
0.218,310,440,652,309,0.0,37.0,35.0,8.60595703125,-0.4272460639476776,-14.831542015075684,-0.854248046875,0.400390625,-0.0205078125
0.218,307,445,650,309,0.0,37.0,35.0,10.131834983825684,-3.479003667831421,-13.854979515075684,-0.860107421875,0.4027099609375,-0.005615234375
0.218,309,449,654,309,1.0,36.0,28.0,11.474608421325684,-5.493163585662842,-13.305663108825684,-0.863525390625,0.4169921875,0.0040283203125
0.240,309,452,650,309,1.0,36.0,28.0,11.474608421325684,-6.347655773162842,-13.183592796325684,-0.86181640625,0.428955078125,0.00537109375
0.250,329,475,647,309,1.0,36.0,28.0,10.314940452575684,-6.530761241912842,-13.183592796325684,-0.8565673828125,0.4263916015625,-0.00439453125
0.251,314,473,654,311,1.0,36.0,28.0,8.4228515625,-6.958007335662842,-13.122557640075684,-0.8531494140625,0.4061279296875,-0.0238037109375
0.266,308,473,658,309,1.0,36.0,28.0,6.958007335662842,-7.873534679412842,-12.878417015075684,-0.8511962890625,0.3768310546875,-0.038818359375
0.276,336,495,661,309,1.0,36.0,28.0,6.530761241912842,-8.48388671875,-12.695311546325684,-0.8492431640625,0.3582763671875,-0.0352783203125
0.277,369,509,652,297,1.0,36.0,28.0,6.469726085662842,-7.934569835662842,-12.756346702575684,-0.8505859375,0.3563232421875,-0.0244140625
0.291,375,527,647,310,1.0,36.0,28.0,6.164550304412842,-6.530761241912842,-12.939452171325684,-0.858154296875,0.3543701171875,-0.0233154296875
0.299,372,532,652,309,1.0,36.0,28.0,5.737304210662842,-5.493163585662842,-13.000487327575684,-0.869873046875,0.342041015625,-0.031494140625
0.308,371,537,661,310,1.0,36.0,28.0,5.371093273162842,-5.493163585662842,-12.329100608825684,-0.8822021484375,0.3250732421875,-0.0460205078125
0.321,367,549,671,309,3.0,34.0,30.0,5.676269054412842,-6.347655773162842,-10.803221702575684,-0.8961181640625,0.315185546875,-0.0594482421875
0.329,365,572,687,310,3.0,34.0,30.0,6.530761241912842,-7.446288585662842,-8.72802734375,-0.909912109375,0.318115234375,-0.066162109375
0.353,364,577,700,310,3.0,34.0,30.0,7.263183116912842,-8.4228515625,-6.408690929412842,-0.9132080078125,0.3271484375,-0.061767578125
0.354,361,596,711,307,3.0,34.0,30.0,7.202147960662842,-8.7890625,-4.150390625,-0.9029541015625,0.327880859375,-0.052490234375
0.359,353,601,724,309,3.0,34.0,30.0,5.859374523162842,-8.23974609375,-2.38037109375,-0.888916015625,0.3233642578125,-0.0506591796875
0.372,338,618,734,310,3.0,34.0,30.0,3.356933355331421,-7.141112804412842,-0.9155272841453552,-0.879150390625,0.3330078125,-0.0498046875
0.381,309,652,745,309,3.0,34.0,30.0,0.6713866591453552,-5.920409679412842,0.0,-0.8741455078125,0.354248046875,-0.0516357421875
0.389,356,671,747,309,3.0,34.0,30.0,-0.7324218153953552,-5.310058116912842,0.1831054538488388,-0.868408203125,0.374267578125,-0.06103515625
0.397,308,697,766,309,3.0,34.0,30.0,-0.9155272841453552,-5.493163585662842,-0.30517578125,-0.84912109375,0.388916015625,-0.070068359375
0.411,326,774,793,310,0.0,36.0,35.0,-1.15966796875,-6.103515148162842,-1.5258787870407104,-0.813720703125,0.389404296875,-0.0740966796875
0.422,312,801,818,309,0.0,36.0,35.0,-2.746581792831421,-6.896972179412842,-3.417968511581421,-0.785888671875,0.3746337890625,-0.0775146484375
0.427,389,774,833,308,0.0,36.0,35.0,-5.126952648162842,-7.995604991912842,-5.493163585662842,-0.777587890625,0.374267578125,-0.08447265625
0.456,361,849,861,311,0.0,36.0,35.0,-8.11767578125,-9.1552734375,-7.141112804412842,-0.7808837890625,0.395751953125,-0.0728759765625
0.457,309,916,885,309,0.0,36.0,35.0,-12.329100608825684,-10.070799827575684,-8.85009765625,-0.790283203125,0.40576171875,-0.037353515625
0.458,365,939,913,311,0.0,36.0,35.0,-16.6015625,-10.803221702575684,-10.620116233825684,-0.79345703125,0.377685546875,-0.0128173828125
0.475,370,980,1008,309,0.0,36.0,35.0,-19.04296875,-12.145995140075684,-11.352538108825684,-0.7890625,0.302490234375,-0.015869140625
0.480,384,989,1047,309,0.0,36.0,35.0,-18.73779296875,-15.136717796325684,-10.253905296325684,-0.7828369140625,0.21435546875,-0.019775390625
0.488,389,1035,1079,309,0.0,36.0,35.0,-15.686034202575684,-19.53125,-7.446288585662842,-0.78369140625,0.18310546875,-0.003173828125
0.501,389,1064,1138,310,0.0,36.0,35.0,-15.686034202575684,-19.53125,-7.446288585662842,-0.7747802734375,0.2076416015625,0.0216064453125
0.511,389,1129,1225,311,4.0,35.0,32.0,-10.620116233825684,-25.878904342651367,-2.990722417831421,-0.7392578125,0.209228515625,0.0169677734375
0.518,382,1184,1266,309,4.0,35.0,32.0,-9.82666015625,-24.658201217651367,-3.479003667831421,-0.700927734375,0.1962890625,-0.012939453125
0.533,382,1228,1316,311,4.0,35.0,32.0,-9.82666015625,-24.658201217651367,-3.479003667831421,-0.718505859375,0.2484130859375,-0.0072021484375
