Software Sample Rate=10(Hz)
LCR Meter Speed=Medium(40Hz)
Force Speed=Medium(10Hz)
Primary Parameter=R
Secondary Parameter=Q
Time,Primary Parameter,Secondary Parameter,Force,Positon
18.019000,20165.000000,0.028425,0.000000,5828.000000
18.120000,20216.200000,0.028460,0.000000,5995.000000
18.221000,19908.400000,0.028020,0.000000,6163.000000
18.321000,19832.300000,0.028135,0.000000,6331.000000
18.421000,19595.400000,0.028514,0.000000,6500.000000
18.521000,20274.300000,0.028486,0.000000,6667.000000
18.621000,20312.000000,0.028516,0.000000,6834.000000
18.722000,20243.800000,0.028159,0.000000,7001.000000
18.822000,20365.000000,0.028028,0.000000,7167.000000
18.923000,20333.000000,0.028035,0.000000,7333.000000
19.023000,20334.700000,0.028118,0.000000,7501.000000
19.123000,20325.600000,0.027668,0.000000,7667.000000
19.223000,20334.000000,0.028220,0.000000,7834.000000
19.323000,20352.000000,0.027844,0.000000,8000.000000
19.423000,20298.900000,0.027400,0.000000,8167.000000
19.524000,20231.800000,0.027462,0.000000,8334.000000
19.624000,20227.800000,0.027530,0.000000,8501.000000
19.725000,20214.500000,0.027949,0.000000,8668.000000
19.825000,20207.600000,0.027491,0.000000,8834.000000
19.925000,20190.500000,0.027777,0.000000,9001.000000
20.025000,20288.000000,0.028036,0.000000,9166.000000
20.126000,20302.000000,0.028493,0.000000,9332.000000
20.226000,20283.200000,0.028461,0.000000,9499.000000
20.326000,20271.600000,0.028506,0.000000,9665.000000
20.426000,20239.100000,0.028632,0.000000,9830.000000
20.526000,20233.200000,0.028699,0.000000,9996.000000
20.626000,20236.800000,0.028742,0.000000,10161.000000
20.726000,20153.800000,0.028598,0.000000,10328.000000
20.826000,20160.100000,0.028556,0.000000,10496.000000
20.926000,20138.400000,0.028672,0.000000,10662.000000
21.026000,20143.300000,0.028582,0.000000,10829.000000
21.127000,19921.400000,0.028658,0.000000,10996.000000
21.227000,19521.300000,0.028635,0.200000,11163.000000
21.327000,19278.800000,0.028617,0.400000,11331.000000
21.427000,18899.200000,0.028960,0.600000,11438.000000
21.528000,18717.700000,0.029041,0.600000,11446.000000
21.628000,18341.700000,0.028809,0.600000,11455.000000
21.728000,18049.300000,0.028791,0.700000,11463.000000
21.829000,17777.100000,0.028977,0.700000,11471.000000
21.929000,17725.200000,0.029198,0.700000,11480.000000
22.029000,17982.100000,0.029169,0.700000,11488.000000
22.129000,17777.700000,0.029369,0.700000,11496.000000
22.229000,18151.200000,0.029114,0.700000,11504.000000
22.329000,17522.000000,0.029249,0.800000,11513.000000
22.429000,17060.400000,0.029416,0.800000,11521.000000
22.529000,17486.800000,0.029334,0.800000,11529.000000
22.629000,16509.700000,0.029440,0.800000,11537.000000
22.729000,16350.100000,0.029138,0.800000,11546.000000
22.830000,16696.500000,0.029250,0.900000,11554.000000
22.931000,16136.700000,0.029280,0.900000,11562.000000
23.031000,15478.000000,0.028968,0.900000,11570.000000
23.132000,15461.900000,0.029302,0.900000,11579.000000
23.232000,15247.500000,0.029058,0.900000,11587.000000
23.332000,14312.700000,0.029089,1.000000,11595.000000
23.432000,14056.000000,0.028951,1.000000,11604.000000
23.532000,14438.200000,0.029028,1.000000,11612.000000
23.632000,14611.900000,0.028973,1.000000,11621.000000
23.733000,13893.500000,0.029156,1.000000,11629.000000
23.833000,14663.500000,0.028774,1.100000,11638.000000
23.934000,14718.800000,0.027697,1.100000,11646.000000
24.034000,13960.100000,0.028430,1.100000,11655.000000
24.134000,14536.400000,0.028262,1.100000,11663.000000
24.234000,14277.900000,0.028356,1.200000,11672.000000
24.334000,14020.500000,0.028084,1.200000,11680.000000
24.434000,13079.400000,0.027801,1.200000,11688.000000
24.534000,13413.500000,0.028030,1.200000,11696.000000
24.634000,12914.500000,0.027917,1.300000,11705.000000
24.734000,13246.200000,0.028035,1.300000,11713.000000
24.835000,13258.300000,0.027726,1.300000,11721.000000
24.935000,13155.000000,0.027234,1.400000,11729.000000
25.035000,13096.500000,0.027376,1.400000,11738.000000
25.135000,12969.400000,0.027368,1.400000,11746.000000
25.235000,12517.600000,0.027465,1.400000,11754.000000
25.335000,12507.500000,0.027314,1.500000,11762.000000
25.435000,12320.900000,0.027098,1.500000,11771.000000
25.535000,12377.000000,0.027216,1.500000,11779.000000
25.635000,12183.700000,0.027372,1.600000,11787.000000
25.736000,12499.400000,0.027202,1.600000,11796.000000
25.836000,12263.200000,0.027314,1.600000,11804.000000
25.936000,12108.200000,0.026996,1.700000,11813.000000
26.037000,11365.300000,0.026867,1.700000,11821.000000
26.137000,11308.200000,0.026857,1.800000,11830.000000
26.237000,10692.000000,0.026747,1.800000,11838.000000
26.337000,10174.300000,0.026780,1.800000,11847.000000
26.437000,9717.630000,0.026415,1.900000,11855.000000
26.537000,9522.590000,0.026923,1.900000,11863.000000
26.637000,9551.530000,0.025812,2.000000,11872.000000
26.738000,9649.600000,0.026728,2.000000,11880.000000
26.838000,9005.500000,0.026757,2.100000,11888.000000
26.938000,9312.160000,0.026973,2.100000,11897.000000
27.038000,9188.050000,0.026942,2.200000,11905.000000
27.138000,9085.300000,0.026675,2.200000,11913.000000
27.238000,9203.670000,0.026390,2.300000,11921.000000
27.339000,8900.570000,0.026405,2.300000,11929.000000
27.440000,8743.980000,0.026100,2.400000,11938.000000
27.540000,8372.000000,0.026374,2.400000,11946.000000
27.640000,8101.440000,0.026391,2.500000,11954.000000
27.740000,8022.750000,0.025808,2.500000,11963.000000
27.840000,8191.820000,0.026103,2.600000,11971.000000
27.940000,7941.590000,0.026032,2.600000,11979.000000
28.040000,7838.390000,0.026065,2.700000,11988.000000
28.141000,7891.190000,0.025977,2.800000,11996.000000
28.241000,7722.300000,0.025991,2.800000,12004.000000
28.341000,7492.380000,0.025809,2.900000,12013.000000
28.441000,7760.260000,0.025909,3.000000,12021.000000
28.542000,7734.220000,0.025242,3.000000,12030.000000
28.642000,7473.060000,0.025207,3.100000,12038.000000
28.742000,7401.110000,0.025679,3.200000,12046.000000
28.842000,7225.160000,0.025493,3.200000,12055.000000
28.942000,7145.420000,0.025560,3.300000,12063.000000
29.042000,6975.350000,0.025424,3.400000,12072.000000
29.142000,6922.240000,0.025328,3.500000,12080.000000
29.242000,6905.050000,0.025079,3.500000,12088.000000
29.342000,6816.380000,0.024803,3.600000,12096.000000
29.442000,7073.340000,0.024095,3.700000,12105.000000
29.543000,6990.530000,0.024336,3.800000,12113.000000
29.643000,7038.040000,0.024491,3.900000,12121.000000
29.744000,6888.340000,0.024440,4.000000,12129.000000
29.844000,6798.780000,0.024314,4.100000,12138.000000
29.944000,6574.140000,0.023797,4.200000,12146.000000
30.045000,6382.420000,0.024028,4.300000,12154.000000
30.145000,6278.560000,0.023838,4.400000,12162.000000
30.245000,6244.440000,0.024051,4.500000,12171.000000
30.345000,6003.820000,0.024583,4.600000,12179.000000
30.445000,5874.700000,0.024135,4.700000,12187.000000
30.546000,5860.860000,0.023921,4.800000,12196.000000
30.646000,5792.230000,0.023608,4.900000,12204.000000
30.748000,5772.710000,0.024055,5.000000,12212.000000
30.848000,5744.060000,0.023631,5.100000,12221.000000
30.949000,5772.180000,0.024106,5.200000,12229.000000
31.049000,5766.840000,0.022894,5.300000,12238.000000
31.149000,5475.350000,0.023322,5.500000,12246.000000
31.250000,5339.590000,0.023532,5.600000,12254.000000
31.350000,5203.720000,0.023885,5.700000,12263.000000
31.450000,5117.190000,0.024274,5.800000,12271.000000
31.550000,5087.490000,0.023626,6.000000,12280.000000
31.650000,5007.960000,0.023640,6.100000,12288.000000
31.751000,4977.430000,0.024030,6.200000,12296.000000
31.851000,4943.050000,0.023784,6.400000,12304.000000
31.951000,4817.580000,0.023305,6.500000,12312.000000
32.051000,4796.350000,0.023307,6.600000,12321.000000
32.153000,4802.510000,0.022842,6.800000,12329.000000
32.253000,4756.150000,0.022971,6.900000,12337.000000
32.354000,4705.660000,0.021983,7.100000,12345.000000
32.454000,4597.730000,0.022438,7.200000,12353.000000
32.555000,4504.150000,0.022849,7.400000,12361.000000
32.655000,4443.230000,0.023321,7.500000,12370.000000
32.755000,4456.760000,0.022513,7.700000,12378.000000
32.855000,4416.810000,0.021896,7.900000,12386.000000
32.955000,4337.560000,0.022506,8.000000,12395.000000
33.056000,4250.670000,0.021218,8.200000,12403.000000
33.156000,4254.920000,0.021552,8.300000,12411.000000
33.256000,4176.470000,0.021583,8.500000,12420.000000
33.358000,4222.590000,0.022195,8.700000,12428.000000
33.458000,4113.700000,0.021224,8.900000,12437.000000
33.558000,4118.170000,0.020617,9.000000,12445.000000
33.658000,4059.490000,0.020414,9.200000,12454.000000
33.758000,4025.500000,0.019761,9.400000,12462.000000
33.858000,3915.600000,0.020451,9.600000,12471.000000
33.958000,3922.200000,0.019934,9.800000,12479.000000
34.058000,3872.070000,0.019377,10.000000,12487.000000
34.159000,3812.530000,0.019981,10.200000,12495.000000
34.259000,3738.380000,0.020616,10.400000,12504.000000
34.360000,3728.810000,0.020747,10.600000,12512.000000
34.460000,3625.670000,0.020398,10.800000,12520.000000
34.560000,3550.030000,0.020056,11.000000,12528.000000
34.660000,3582.570000,0.020604,11.200000,12536.000000
34.760000,3527.410000,0.020072,11.400000,12544.000000
34.860000,3537.320000,0.019853,11.600000,12553.000000
34.960000,3491.240000,0.019751,11.800000,12561.000000
35.060000,3430.460000,0.019717,12.000000,12570.000000
35.160000,3357.180000,0.019910,12.200000,12578.000000
35.261000,3329.280000,0.019752,12.400000,12587.000000
35.362000,3275.810000,0.019428,12.700000,12595.000000
35.462000,3204.040000,0.018939,12.900000,12604.000000
35.562000,3182.820000,0.018980,13.100000,12613.000000
35.662000,3188.790000,0.019013,13.300000,12621.000000
35.762000,3064.450000,0.020174,13.600000,12630.000000
35.862000,3047.990000,0.019873,13.800000,12639.000000
35.962000,3033.780000,0.020559,14.000000,12647.000000
36.062000,3003.460000,0.020543,14.300000,12656.000000
36.162000,2962.100000,0.020756,14.500000,12664.000000
36.262000,2909.530000,0.020590,14.800000,12673.000000
36.363000,2847.070000,0.020436,15.000000,12681.000000
36.463000,2840.910000,0.021412,15.300000,12690.000000
36.563000,2794.290000,0.020885,15.500000,12698.000000
36.663000,2765.910000,0.020035,15.800000,12706.000000
36.764000,2718.080000,0.021169,16.100000,12714.000000
36.864000,2687.920000,0.021178,16.300000,12723.000000
36.964000,2595.930000,0.021053,16.600000,12731.000000
37.064000,2569.600000,0.020330,16.900000,12739.000000
37.164000,2529.860000,0.020786,17.200000,12747.000000
37.264000,2492.510000,0.021268,17.500000,12756.000000
37.364000,2477.240000,0.020856,17.800000,12764.000000
37.464000,2479.030000,0.021067,18.100000,12772.000000
37.564000,2434.280000,0.020574,18.400000,12781.000000
37.664000,2421.620000,0.021462,18.700000,12789.000000
37.764000,2386.450000,0.020404,19.000000,12797.000000
37.864000,2365.680000,0.020737,19.300000,12806.000000
37.965000,2329.020000,0.021588,19.700000,12814.000000
38.065000,2285.200000,0.021445,20.000000,12823.000000
38.165000,2230.850000,0.020666,20.300000,12831.000000
38.266000,2224.880000,0.020927,20.700000,12839.000000
38.366000,2216.310000,0.021003,21.000000,12848.000000
38.466000,2181.820000,0.021298,21.400000,12856.000000
38.566000,2154.590000,0.021467,21.700000,12864.000000
38.666000,2147.370000,0.021262,22.100000,12873.000000
38.766000,2129.790000,0.021381,22.400000,12881.000000
38.867000,2123.210000,0.021502,22.800000,12889.000000
38.967000,2119.440000,0.021120,23.200000,12898.000000
39.068000,2116.550000,0.021177,23.600000,12906.000000
39.169000,2112.750000,0.021090,24.000000,12914.000000
39.269000,2117.260000,0.020772,24.400000,12922.000000
39.370000,2106.630000,0.021221,24.800000,12930.000000
39.470000,2091.800000,0.021091,25.200000,12938.000000
39.570000,2075.130000,0.021073,25.600000,12947.000000
39.671000,2080.510000,0.021143,26.000000,12955.000000
39.771000,2081.420000,0.021846,26.400000,12963.000000
39.872000,2045.230000,0.021109,26.800000,12971.000000
39.973000,2023.630000,0.021239,27.300000,12980.000000
40.073000,2036.760000,0.021373,27.700000,12988.000000
40.173000,2012.040000,0.021566,28.200000,12996.000000
40.273000,2005.900000,0.020439,28.600000,13005.000000
40.374000,2001.170000,0.021093,29.100000,13013.000000
40.474000,1984.400000,0.021108,29.500000,13021.000000
40.574000,1962.580000,0.020187,30.000000,13029.000000
40.674000,1941.260000,0.019760,30.500000,13038.000000
40.774000,1930.090000,0.019782,31.000000,13046.000000
40.874000,1905.570000,0.019765,31.500000,13054.000000
40.974000,1894.580000,0.019745,32.000000,13063.000000
41.074000,1877.060000,0.020084,32.500000,13071.000000
41.175000,1866.640000,0.019854,33.000000,13079.000000
41.275000,1864.100000,0.019721,33.500000,13087.000000
41.375000,1841.940000,0.019649,34.100000,13095.000000
41.475000,1832.770000,0.019347,34.600000,13104.000000
41.575000,1819.030000,0.018308,35.200000,13111.000000
41.675000,1823.930000,0.019517,35.800000,13120.000000
41.776000,1813.590000,0.019066,36.300000,13128.000000
41.876000,1807.520000,0.019516,36.900000,13136.000000
41.976000,1799.360000,0.019271,37.500000,13144.000000
42.076000,1798.750000,0.018783,38.100000,13152.000000
42.176000,1815.190000,0.018345,38.800000,13160.000000
42.278000,1794.430000,0.019029,39.400000,13168.000000
42.378000,1787.620000,0.019091,40.100000,13176.000000
42.478000,1774.950000,0.018760,40.700000,13184.000000
42.579000,1757.020000,0.018837,41.400000,13192.000000
42.679000,1740.340000,0.019291,42.100000,13201.000000
42.779000,1717.880000,0.018701,42.800000,13209.000000
42.879000,1710.460000,0.018429,43.600000,13217.000000
42.979000,1716.940000,0.019427,44.300000,13225.000000
43.080000,1693.410000,0.019267,45.100000,13234.000000
43.180000,1690.610000,0.019844,45.900000,13242.000000
43.281000,1684.380000,0.020546,46.700000,13250.000000
43.381000,1661.180000,0.019962,47.600000,13258.000000
43.481000,1666.040000,0.019031,48.400000,13267.000000
43.581000,1639.470000,0.020434,49.300000,13275.000000
43.681000,1620.400000,0.020520,50.200000,13282.000000
43.781000,1720.570000,0.021083,50.200000,13282.000000
43.881000,3828.030000,0.021681,43.100000,13126.000000
43.981000,17493.700000,0.023562,14.500000,12447.000000
44.081000,20072.200000,0.022556,0.800000,11443.000000
44.181000,23766.900000,0.023364,0.000000,10442.000000
44.281000,25860.400000,0.024002,0.000000,9445.000000
44.381000,24570.300000,0.024712,0.000000,8448.000000
44.481000,25260.100000,0.024750,0.000000,7446.000000
44.581000,23345.100000,0.024859,0.000000,6443.000000
44.681000,24061.100000,0.025456,0.000000,5441.000000
44.781000,23307.700000,0.025974,0.000000,4445.000000
44.881000,20735.500000,0.025416,0.000000,3446.000000
44.982000,22120.900000,0.025658,0.000000,2445.000000
45.083000,20618.700000,0.025603,0.000000,1443.000000
45.183000,20467.800000,0.025809,0.000000,508.000000
45.283000,21157.000000,0.025635,0.000000,41.000000
45.383000,22149.300000,0.025715,0.000000,0.000000
45.483000,22500.100000,0.025950,0.000000,0.000000
45.583000,21775.400000,0.025945,0.000000,0.000000
45.684000,22106.000000,0.025706,0.000000,0.000000
45.784000,22762.500000,0.025613,0.000000,0.000000
45.884000,22792.600000,0.025193,0.000000,0.000000
45.984000,21411.300000,0.025274,0.000000,0.000000
46.085000,21321.200000,0.025932,0.000000,0.000000
46.185000,22702.400000,0.025801,0.000000,0.000000
46.285000,22554.000000,0.026446,0.000000,0.000000
46.386000,22594.300000,0.026231,0.000000,0.000000
46.486000,23855.100000,0.026645,0.000000,0.000000
46.586000,22049.800000,0.026910,0.000000,0.000000
46.686000,23104.400000,0.026518,0.000000,0.000000
46.786000,22150.900000,0.026856,0.000000,0.000000
46.887000,22313.000000,0.027544,0.000000,0.000000
