time,compression0,compression1,compression2,compression3,accel_x,accel_y,accel_z
1753242263,309,310,308,757,0.837646484375,0.38525390625,-0.328369140625
1753242263,308,308,299,757,0.837646484375,0.38525390625,-0.328369140625
1753242263,308,309,310,757,0.841064453125,0.39111328125,-0.3399658203125
1753242263,310,308,308,754,0.84033203125,0.3984375,-0.348876953125
1753242263,309,307,308,757,0.84033203125,0.3984375,-0.348876953125
1753242263,308,310,313,756,0.8367919921875,0.397705078125,-0.3502197265625
1753242263,309,309,308,758,0.8369140625,0.3956298828125,-0.344970703125
1753242263,309,308,308,759,0.8369140625,0.3956298828125,-0.344970703125
1753242263,308,310,308,761,0.8377685546875,0.3836669921875,-0.3336181640625
1753242263,308,308,308,763,0.83837890625,0.3780517578125,-0.3306884765625
1753242263,308,308,308,764,0.83837890625,0.3780517578125,-0.3306884765625
1753242263,308,310,313,766,0.8319091796875,0.38720703125,-0.3311767578125
1753242263,310,308,307,765,0.8267822265625,0.3895263671875,-0.335693359375
1753242263,310,308,311,767,0.8267822265625,0.3895263671875,-0.335693359375
1753242263,308,308,308,767,0.8079833984375,0.3812255859375,-0.32763671875
1753242263,308,308,308,767,0.79248046875,0.3709716796875,-0.309326171875
1753242263,308,308,309,772,0.79248046875,0.3709716796875,-0.309326171875
1753242263,309,310,308,777,0.760986328125,0.3536376953125,-0.283447265625
1753242263,308,308,304,778,0.7525634765625,0.344970703125,-0.2794189453125
1753242263,309,310,309,788,0.7525634765625,0.344970703125,-0.2794189453125
1753242263,308,308,313,813,0.7486572265625,0.35205078125,-0.288330078125
1753242263,308,308,315,814,0.7486572265625,0.35205078125,-0.288330078125
1753242263,308,312,308,832,0.7503662109375,0.3662109375,-0.2962646484375
1753242263,308,309,313,865,0.74560546875,0.375,-0.3175048828125
1753242263,308,308,308,879,0.74560546875,0.375,-0.3175048828125
1753242263,308,308,308,907,0.71533203125,0.3541259765625,-0.30419921875
1753242263,309,308,313,958,0.5787353515625,0.223388671875,-0.213623046875
1753242263,308,308,306,992,0.5787353515625,0.223388671875,-0.213623046875
1753242263,309,306,306,1010,0.501953125,0.156494140625,-0.1788330078125
1753242264,308,308,308,1067,0.411376953125,0.2991943359375,-0.181884765625
1753242264,309,310,305,1132,0.411376953125,0.2991943359375,-0.181884765625
1753242264,308,308,306,1182,0.4114990234375,0.44189453125,-0.241943359375
1753242264,308,308,302,1303,0.7115478515625,0.4136962890625,-0.3018798828125
1753242264,293,307,306,1366,0.7115478515625,0.4136962890625,-0.3018798828125
1753242264,294,299,306,1429,1.0013427734375,0.3631591796875,-0.309814453125
1753242264,309,310,313,1487,1.5294189453125,0.4063720703125,-0.315185546875
1753242264,308,307,308,1521,1.5294189453125,0.4063720703125,-0.315185546875
1753242264,310,299,306,1537,1.5760498046875,0.4439697265625,-0.4073486328125
1753242264,309,308,308,1546,1.5137939453125,0.544189453125,-0.6527099609375
1753242264,308,308,308,1557,1.5137939453125,0.544189453125,-0.6527099609375
1753242264,308,309,310,1560,1.459716796875,0.4185791015625,-0.591796875
1753242264,308,308,296,1588,1.086669921875,0.4027099609375,-0.1307373046875
1753242264,308,307,295,1560,1.086669921875,0.4027099609375,-0.1307373046875
1753242264,310,308,310,1588,1.085693359375,0.8477783203125,-0.263427734375
1753242264,308,313,307,1569,1.5169677734375,0.9376220703125,-0.66796875
1753242264,309,308,309,1543,1.5169677734375,0.9376220703125,-0.66796875
1753242264,308,308,308,1506,1.4342041015625,0.5958251953125,-0.527587890625
1753242264,309,308,310,1452,1.246337890625,0.4166259765625,-0.3570556640625
1753242264,308,308,310,1366,1.080322265625,0.3819580078125,-0.25634765625
1753242264,308,308,316,1306,0.950439453125,0.3663330078125,-0.1890869140625
1753242264,308,308,308,1236,0.85400390625,0.342041015625,-0.1329345703125
1753242264,310,308,310,1108,0.7962646484375,0.3028564453125,-0.101806640625
1753242264,308,308,308,1039,0.771728515625,0.2332763671875,-0.086669921875
1753242264,308,308,308,998,0.7608642578125,0.1656494140625,-0.087158203125
1753242264,308,310,308,898,0.7303466796875,0.14013671875,-0.0789794921875
1753242264,308,308,308,820,0.6751708984375,0.1566162109375,-0.067626953125
1753242264,308,307,308,746,0.6298828125,0.1915283203125,-0.1064453125
1753242264,307,308,309,628,0.607421875,0.2359619140625,-0.1768798828125
1753242264,308,308,309,564,0.589111328125,0.260986328125,-0.24462890625
1753242264,309,308,313,517,0.5791015625,0.288818359375,-0.267578125
1753242264,308,308,308,445,0.5711669921875,0.3212890625,-0.258544921875
1753242264,308,309,312,401,0.567138671875,0.3116455078125,-0.2733154296875
1753242264,308,308,310,361,0.575439453125,0.3092041015625,-0.3118896484375
1753242264,308,309,306,404,0.5794677734375,0.334716796875,-0.3388671875
1753242264,308,310,310,423,0.589599609375,0.377197265625,-0.311767578125
1753242264,309,308,308,439,0.61376953125,0.40966796875,-0.2471923828125
1753242264,310,308,308,490,0.6339111328125,0.3990478515625,-0.1973876953125
1753242264,308,308,309,526,0.6126708984375,0.34375,-0.1767578125
1753242264,308,307,311,548,0.5697021484375,0.2830810546875,-0.155029296875
1753242264,308,308,308,614,0.5732421875,0.2874755859375,-0.1077880859375
1753242264,308,308,308,636,0.5894775390625,0.33251953125,-0.0560302734375
1753242264,308,308,306,683,0.5858154296875,0.3349609375,-0.0255126953125
1753242264,308,309,308,766,0.589599609375,0.3148193359375,-0.0377197265625
1753242264,308,309,309,803,0.595458984375,0.299560546875,-0.1044921875
1753242264,308,310,300,871,0.5911865234375,0.26220703125,-0.166015625
1753242264,308,310,306,957,0.5706787109375,0.184814453125,-0.16162109375
1753242264,307,310,307,1021,0.5712890625,0.1572265625,-0.0782470703125
1753242264,308,308,306,1067,0.6240234375,0.2203369140625,0.1043701171875
1753242264,310,309,306,1199,0.6107177734375,0.2012939453125,0.236572265625
1753242264,308,310,305,1243,0.5400390625,0.1666259765625,0.1322021484375
1753242264,295,308,304,1320,0.64697265625,0.2950439453125,-0.12939453125
1753242264,308,308,302,1396,0.96435546875,0.5252685546875,-0.4229736328125
1753242264,308,309,302,1444,1.3084716796875,0.6585693359375,-0.6654052734375
1753242264,308,309,304,1483,1.5230712890625,0.5570068359375,-0.7799072265625
1753242264,308,309,307,1529,1.6556396484375,0.4942626953125,-0.7734375
1753242264,308,309,306,1561,1.795166015625,0.623779296875,-0.6226806640625
1753242264,308,307,310,1585,1.870849609375,0.6717529296875,-0.44140625
1753242264,308,310,307,1613,1.74169921875,0.601318359375,-0.3221435546875
1753242264,310,310,323,1627,1.408447265625,0.5531005859375,-0.1956787109375
1753242264,308,310,308,1638,1.2247314453125,0.7578125,-0.2193603515625
1753242264,309,311,309,1637,1.3992919921875,0.943603515625,-0.3958740234375
1753242264,308,308,308,1624,1.6234130859375,0.8126220703125,-0.5045166015625
1753242264,309,308,304,1602,1.64599609375,0.6707763671875,-0.5020751953125
1753242264,308,309,311,1546,1.510009765625,0.586181640625,-0.435546875
1753242264,308,308,310,1509,1.2991943359375,0.4969482421875,-0.34423828125
1753242264,310,307,313,1472,1.0880126953125,0.3955078125,-0.2510986328125
1753242264,308,308,310,1345,0.927734375,0.314208984375,-0.1832275390625
1753242264,308,309,313,1276,0.828125,0.262939453125,-0.149169921875
1753242264,308,310,308,1191,0.748779296875,0.23828125,-0.128173828125
1753242264,308,310,310,1067,0.6712646484375,0.2423095703125,-0.1199951171875
1753242264,309,308,310,987,0.6068115234375,0.2529296875,-0.1217041015625
1753242264,308,307,310,922,0.5411376953125,0.2362060546875,-0.1119384765625
1753242264,308,308,308,809,0.4813232421875,0.1947021484375,-0.09033203125
1753242264,308,308,308,757,0.4559326171875,0.1600341796875,-0.0770263671875
1753242264,308,310,308,691,0.4744873046875,0.1602783203125,-0.0740966796875
1753242264,308,309,308,625,0.5032958984375,0.1761474609375,-0.079345703125
1753242264,308,307,308,604,0.521240234375,0.184326171875,-0.0877685546875
1753242264,308,308,306,594,0.5325927734375,0.2193603515625,-0.089599609375
1753242264,308,308,306,603,0.5299072265625,0.266357421875,-0.1051025390625
1753242264,308,308,308,620,0.53857421875,0.305419921875,-0.160888671875
1753242264,308,308,302,643,0.5909423828125,0.3397216796875,-0.232177734375
1753242264,308,308,308,684,0.6612548828125,0.34716796875,-0.2706298828125
1753242264,308,308,308,702,0.6708984375,0.2867431640625,-0.258056640625
1753242264,309,308,310,733,0.6160888671875,0.19091796875,-0.1881103515625
1753242264,310,311,306,815,0.5576171875,0.1531982421875,-0.1011962890625
1753242264,308,310,302,864,0.5198974609375,0.1995849609375,-0.07080078125
1753242264,308,308,308,917,0.507080078125,0.27294921875,-0.093017578125
1753242264,310,309,308,1009,0.5098876953125,0.3193359375,-0.124267578125
1753242264,308,294,308,1058,0.51513671875,0.32275390625,-0.1463623046875
1753242264,310,292,304,1091,0.5174560546875,0.25732421875,-0.1363525390625
1753242264,310,291,290,1189,0.48779296875,0.1376953125,-0.0963134765625
1753242264,308,310,305,1229,0.431396484375,0.0537109375,-0.0673828125
1753242264,308,310,307,1351,0.431396484375,0.0537109375,-0.0673828125
1753242264,308,308,304,1450,0.65380859375,0.3218994140625,-0.0101318359375
1753242264,309,310,305,1508,0.86474609375,0.4554443359375,-0.0452880859375
1753242264,310,309,304,1557,0.86474609375,0.4554443359375,-0.0452880859375
1753242264,308,308,304,1624,1.1641845703125,0.455078125,-0.4576416015625
1753242264,310,310,308,1653,1.372802734375,0.3642578125,-0.5533447265625
1753242264,308,308,306,1695,1.372802734375,0.3642578125,-0.5533447265625
1753242265,308,310,308,1790,2.142822265625,1.24755859375,-0.5445556640625
1753242265,309,308,310,1794,2.552001953125,0.927490234375,-0.642333984375
1753242265,309,309,282,1798,2.552001953125,0.927490234375,-0.642333984375
1753242265,310,309,308,1796,1.8140869140625,-0.071533203125,-0.5042724609375
1753242265,308,309,308,1815,0.484130859375,0.7596435546875,-0.0028076171875
1753242265,309,308,311,1819,0.484130859375,0.7596435546875,-0.0028076171875
1753242265,308,308,309,1815,0.9852294921875,1.0325927734375,-0.1768798828125
1753242265,310,310,310,1789,1.9993896484375,0.76123046875,-0.7039794921875
1753242265,308,308,308,1757,1.9993896484375,0.76123046875,-0.7039794921875
1753242265,308,308,308,1719,1.841552734375,0.5693359375,-0.6500244140625
1753242265,308,309,311,1648,1.1064453125,0.365478515625,-0.28955078125
1753242265,294,294,310,1603,1.1064453125,0.365478515625,-0.28955078125
1753242265,294,298,304,1533,0.838134765625,0.2667236328125,-0.1448974609375
1753242265,310,308,310,1411,0.6578369140625,0.2750244140625,-0.0643310546875
1753242265,310,310,313,1336,0.6578369140625,0.2750244140625,-0.0643310546875
1753242265,308,307,310,1278,0.6512451171875,0.237548828125,-0.093017578125
1753242265,309,310,308,1167,0.60693359375,0.2042236328125,-0.089599609375
1753242265,308,308,309,1117,0.60693359375,0.2042236328125,-0.089599609375
1753242265,308,307,305,1056,0.5687255859375,0.1846923828125,-0.0648193359375
1753242265,308,309,308,986,0.47900390625,0.2257080078125,-0.050537109375
1753242265,310,308,313,949,0.47900390625,0.2257080078125,-0.050537109375
1753242265,308,308,308,929,0.470947265625,0.2459716796875,-0.04345703125
1753242265,308,307,308,897,0.5648193359375,0.3214111328125,-0.1015625
1753242265,307,308,308,890,0.5648193359375,0.3214111328125,-0.1015625
1753242265,308,308,308,897,0.6207275390625,0.3167724609375,-0.16015625
1753242265,308,308,308,907,0.6595458984375,0.2783203125,-0.22021484375
1753242265,309,310,308,927,0.6834716796875,0.2476806640625,-0.2763671875
1753242265,308,310,310,934,0.725830078125,0.2542724609375,-0.335205078125
1753242265,308,308,308,958,0.7724609375,0.2724609375,-0.375244140625
1753242265,308,308,306,963,0.7672119140625,0.244873046875,-0.35009765625
1753242265,309,307,307,989,0.720458984375,0.207275390625,-0.2625732421875
1753242265,308,310,308,1029,0.677001953125,0.2259521484375,-0.177001953125
1753242265,310,308,304,1054,0.6517333984375,0.3018798828125,-0.1383056640625
1753242265,308,309,310,1082,0.62353515625,0.3765869140625,-0.140380859375
1753242265,308,308,306,1149,0.5714111328125,0.37646484375,-0.1551513671875
1753242265,307,310,308,1191,0.506103515625,0.2974853515625,-0.1771240234375
1753242265,308,309,294,1224,0.4537353515625,0.2130126953125,-0.2056884765625
1753242265,308,309,304,1313,0.4666748046875,0.231689453125,-0.223876953125
1753242265,308,308,306,1362,0.631103515625,0.3350830078125,-0.08935546875
1753242265,309,308,306,1422,0.7867431640625,0.2618408203125,0.1524658203125
1753242265,308,308,304,1506,0.7216796875,0.0096435546875,0.237060546875
1753242265,308,310,304,1560,0.5789794921875,-0.0264892578125,0.08349609375
1753242265,310,308,304,1604,0.6053466796875,0.24169921875,-0.2244873046875
1753242265,310,298,304,1681,0.8743896484375,0.575927734375,-0.511962890625
1753242265,308,308,308,1705,1.262939453125,0.772216796875,-0.70166015625
1753242265,308,308,310,1735,1.619384765625,0.810791015625,-0.7740478515625
1753242265,308,309,310,1759,1.8780517578125,0.783203125,-0.701171875
1753242265,308,309,308,1761,2.0128173828125,0.695556640625,-0.5023193359375
1753242265,292,294,306,1769,1.8380126953125,0.46533203125,-0.2154541015625
1753242265,308,309,308,1775,1.373046875,0.4669189453125,-0.0384521484375
1753242265,308,310,308,1770,1.1627197265625,0.8966064453125,-0.266357421875
1753242265,302,308,310,1750,1.4091796875,1.0904541015625,-0.639892578125
1753242265,310,308,309,1735,1.6749267578125,0.8519287109375,-0.731689453125
