time,compression0,compression1,compression2,compression3,accel_x,accel_y,accel_z
0.014,304,751,509,328,-0.848388671875,0.5340576171875,-0.1231689453125
0.015,302,740,513,328,-0.8387451171875,0.5289306640625,-0.119873046875
0.026,304,734,513,328,-0.8304443359375,0.5235595703125,-0.1151123046875
0.036,304,714,516,327,-0.8267822265625,0.5164794921875,-0.1107177734375
0.044,304,712,518,328,-0.8299560546875,0.5098876953125,-0.10791015625
0.052,304,707,513,328,-0.8406982421875,0.5074462890625,-0.1065673828125
0.066,304,695,513,326,-0.854248046875,0.510498046875,-0.1064453125
0.074,304,692,523,328,-0.8623046875,0.517333984375,-0.1080322265625
0.082,302,697,512,328,-0.85986328125,0.5244140625,-0.1090087890625
0.102,304,693,514,327,-0.8516845703125,0.5301513671875,-0.1087646484375
0.121,304,696,521,328,-0.843505859375,0.5340576171875,-0.1063232421875
0.122,304,692,522,328,-0.8338623046875,0.5325927734375,-0.1031494140625
0.126,304,661,523,327,-0.822998046875,0.523193359375,-0.1014404296875
0.134,304,660,527,328,-0.8157958984375,0.5072021484375,-0.10205078125
0.142,304,653,531,328,-0.8138427734375,0.492919921875,-0.1025390625
0.156,304,636,533,327,-0.81787109375,0.4869384765625,-0.100830078125
0.164,304,631,537,328,-0.8275146484375,0.4864501953125,-0.0992431640625
0.181,300,625,531,328,-0.839111328125,0.4871826171875,-0.0992431640625
0.199,305,636,537,328,-0.847412109375,0.4871826171875,-0.098876953125
0.199,306,643,537,328,-0.8504638671875,0.4866943359375,-0.09814453125
0.202,304,654,533,327,-0.8497314453125,0.482666015625,-0.0982666015625
0.230,304,646,526,325,-0.8447265625,0.4779052734375,-0.0977783203125
0.231,304,636,532,328,-0.8343505859375,0.4774169921875,-0.096923828125
0.232,291,625,535,324,-0.8203125,0.476806640625,-0.0960693359375
0.245,304,600,525,327,-0.8072509765625,0.47412109375,-0.092529296875
0.253,304,566,525,328,-0.80078125,0.4727783203125,-0.08447265625
0.267,304,603,513,327,-0.802001953125,0.4697265625,-0.0777587890625
0.275,304,625,513,327,-0.80908203125,0.4630126953125,-0.0789794921875
0.283,304,673,518,328,-0.8212890625,0.4593505859375,-0.085693359375
0.302,304,784,513,327,-0.8382568359375,0.4642333984375,-0.0911865234375
0.305,306,832,521,327,-0.84912109375,0.47705078125,-0.0911865234375
0.341,306,829,525,328,-0.84326171875,0.489501953125,-0.0889892578125
0.342,307,883,532,329,-0.8253173828125,0.4908447265625,-0.089111328125
0.343,304,951,512,329,-0.8038330078125,0.47802734375,-0.0882568359375
0.343,291,1081,490,332,-0.7799072265625,0.4525146484375,-0.08056640625
0.352,304,1178,501,328,-0.7799072265625,0.4525146484375,-0.08056640625
0.366,304,1464,480,330,-0.709716796875,0.3922119140625,-0.0577392578125
0.374,304,1681,564,328,-0.669921875,0.3641357421875,-0.052001953125
0.382,298,1946,619,332,-0.669921875,0.3641357421875,-0.052001953125
0.401,306,2703,683,336,-0.5692138671875,0.3184814453125,-0.023681640625
0.404,308,3147,675,348,-0.516845703125,0.3128662109375,0.031005859375
0.414,306,3147,683,733,-0.516845703125,0.3128662109375,0.031005859375
0.429,308,3147,706,1348,-0.3834228515625,0.2080078125,0.1702880859375
0.443,306,3147,787,1550,-0.317626953125,0.24853515625,0.241455078125
0.444,308,3147,711,1702,-0.317626953125,0.24853515625,0.241455078125
0.456,308,3147,780,2035,-0.3909912109375,0.7684326171875,0.1881103515625
0.464,310,3147,801,2203,-0.57861328125,0.895263671875,-0.013916015625
0.472,309,3147,842,2284,-0.57861328125,0.895263671875,-0.013916015625
0.486,316,3147,902,2437,-1.28515625,0.90380859375,-0.347900390625
0.494,315,3147,917,2567,-1.6055908203125,1.059326171875,-0.355224609375
0.504,315,3147,907,2652,-1.6055908203125,1.059326171875,-0.355224609375
0.534,316,3147,936,2710,-2.0771484375,0.826904296875,-0.1517333984375
0.535,313,3147,934,2717,-2.0771484375,0.826904296875,-0.1517333984375
0.535,315,3147,912,2756,-2.1822509765625,0.1561279296875,-0.07568359375
0.554,304,3147,910,2746,-1.4732666015625,-0.411376953125,0.239013671875
0.555,316,3147,917,2734,-1.4732666015625,-0.411376953125,0.239013671875
0.562,315,3147,893,2647,-1.3629150390625,0.2247314453125,0.3555908203125
0.576,313,3147,819,2492,-1.441650390625,0.563232421875,0.001953125
0.584,312,3147,816,2333,-1.441650390625,0.563232421875,0.001953125
0.593,313,3147,788,2183,-1.3485107421875,0.5321044921875,-0.0496826171875
0.606,308,3147,753,1888,-0.9730224609375,0.237060546875,0.0775146484375
0.614,309,3147,714,1669,-0.9730224609375,0.237060546875,0.0775146484375
0.633,308,3147,697,1427,-0.8179931640625,-0.052490234375,0.0498046875
0.639,308,3147,633,1065,-0.700439453125,-0.317626953125,-0.077392578125
0.654,310,3147,578,846,-0.700439453125,-0.317626953125,-0.077392578125
0.655,308,3147,525,572,-0.630126953125,-0.066162109375,-0.04296875
0.666,300,3064,527,337,-0.5323486328125,0.6422119140625,-0.1920166015625
0.674,307,2790,486,338,-0.5323486328125,0.6422119140625,-0.1920166015625
0.682,306,2464,524,338,-0.567626953125,0.874267578125,-0.2115478515625
0.696,304,2039,499,331,-0.6270751953125,0.9654541015625,-0.082763671875
0.709,302,1770,501,338,-0.6270751953125,0.9654541015625,-0.082763671875
0.712,306,1508,513,330,-0.6485595703125,0.7681884765625,-0.069580078125
0.735,306,1115,512,325,-0.682861328125,0.55859375,-0.0509033203125
0.735,306,1009,400,331,-0.731689453125,0.419677734375,-0.016845703125
0.742,304,852,380,328,-0.7689208984375,0.294189453125,0.026611328125
0.756,304,763,387,328,-0.7952880859375,0.1475830078125,0.0460205078125
0.764,305,723,388,330,-0.844970703125,0.1024169921875,0.05908203125
0.777,304,735,409,328,-0.8988037109375,0.1988525390625,0.0850830078125
0.786,302,725,402,324,-0.92333984375,0.3154296875,0.078857421875
0.794,306,695,393,327,-0.911865234375,0.3709716796875,0.05224609375
0.802,304,711,390,327,-0.88525390625,0.37451171875,0.0408935546875
0.816,306,725,390,327,-0.8656005859375,0.3577880859375,0.043701171875
0.838,305,754,401,328,-0.8526611328125,0.337158203125,0.0517578125
0.839,306,746,401,328,-0.8414306640625,0.3251953125,0.060302734375
0.846,306,738,421,327,-0.8258056640625,0.330322265625,0.06103515625
0.854,304,815,428,327,-0.802490234375,0.347412109375,0.054443359375
0.863,304,867,409,327,-0.7734375,0.368408203125,0.0430908203125
0.876,304,1064,403,330,-0.74658203125,0.3892822265625,0.0240478515625
0.890,305,1253,402,328,-0.7274169921875,0.3978271484375,0.000732421875
0.892,304,1499,424,330,-0.7156982421875,0.387451171875,-0.026123046875
0.906,304,1960,433,330,-0.7081298828125,0.3677978515625,-0.0596923828125
